id,address,bedrooms,full_bathrooms,half_bathrooms,type,size_sqft,lot_size,price
261,7011 Jurani St Las Vegas NV 89131,4,3,1,Single Family Home,3643,17859.6,390000
262,7597 Hope Valley St Las Vegas NV 89139,3,2,1,Single Family Home,2009,4791,217000
263,8985 S Durango Dr Unit: 1139 Las Vegas NV 89113,2,2,0,Condo/Townhome/Row Home/Co-Op,1159,,94000
264,1908 Desert Falls Ct Unit 107 Las Vegas NV 89128,1,1,0,Condo/Townhome/Row Home/Co-Op,707,,55000
265,1816 Parkchester Dr Las Vegas NV 89108,4,2,0,Single Family Home,2180,10890,237999
266,7328 Empress Dr Las Vegas NV 89147,2,2,0,Single Family Home,1031,3920,130000
267,1705 Navajo Lake Way Las Vegas NV 89128,3,2,1,Single Family Home,1481,3484,174500
268,10925 Saint Rafael St Las Vegas NV 89141,4,3,0,Single Family Home,2953,6969,349900
269,1787 Solvang Mill Dr Las Vegas NV 89135,3,2,1,Single Family Home,1616,3484,325000
270,Vienna Las Vegas NV 89166,5,3,1,Single Family Home; Ready to build,3600,130680,377990
271,8307 Fort Hallock Ave Las Vegas NV 89131,4,3,0,Single Family Home,2295,2613,229990
272,304 Orland St Apt 53 Las Vegas NV 89107,1,1,0,Condo/Townhome/Row Home/Co-Op,918,958,49000
273,9905 Tamarack Landing Way Las Vegas NV 89117,4,3,0,Single Family Home,3526,8276,309900
274,9000 Bald Eagle Dr Las Vegas NV 89134,5,5,1,Single Family Home,5027,16552.8,1195000
275,919 Serena Veneda Ln Las Vegas NV 89138,3,2,1,Single Family Home,2509,9583,500000
276,2109 Willowbury Dr Unit C Las Vegas NV 89108,2,2,0,Condo/Townhome/Row Home/Co-Op,900,3310,79900
277,2860 Prestonwood St Las Vegas NV 89156,2,1,0,Single Family Home,889,4356,70000
278,6393 Adrock Ct Las Vegas NV 89110,5,3,0,Single Family Home,2882,9147,264990
279,8044 Aztec Basin Ave Las Vegas NV 89131,5,3,0,Single Family Home,2083,3920,172000
280,7413 Delectable Ct Las Vegas NV 89149,4,3,1,Single Family Home,2113,1742,189990
281,7930 Polonaise Ave Las Vegas NV 89123,3,2,1,Single Family Home,1584,6098,160000
282,Las Vegas NV 89129,2,2,0,Condo/Townhome/Row Home/Co-Op,1024,,93000
283,7914 Coronado Coast St Las Vegas NV 89139,3,2,1,Single Family Home,2843,8276,200000
284,11447 Morning Grove Dr Las Vegas NV 89135,5,5,1,Single Family Home,6321,15246,1999999
285,8904 Borla Dr Las Vegas NV 89117,2,2,0,Single Family Home,1120,6098,144900
286,3726 Las Vegas Blvd S Unit 2406 Las Vegas NV 89158,1,1,0,Condo/Townhome/Row Home/Co-Op,997,,519000
287,Dove Las Vegas NV 89166,3,2,1,Single Family Home; Ready to build,1526,87120,186990
288,5004 S Ridge Club Dr Las Vegas NV 89103,3,2,1,Mfd/Mobile Home,2088,6534,107800
289,210 E Flamingo Rd Unit 310 Las Vegas NV 89169,1,1,0,Condo/Townhome/Row Home/Co-Op,530,,137000
290,3332 Kenbrook St Las Vegas NV 89121,3,2,1,Condo/Townhome/Row Home/Co-Op,2778,3484,165000
291,5171 N Pioneer Way Las Vegas NV 89149,2,1,0,Single Family Home,1116,46609.2,320000
292,7922 Lookout Rock Cir Las Vegas NV 89129,4,4,1,Single Family Home,4708,16988.4,375000
293,4056 Dream Day St Las Vegas NV 89129,5,3,0,Single Family Home,3023,5662,271900
294,8564 Calomeria Ct Las Vegas NV 89149,3,2,0,Single Family Home,1305,3920,155000
295,3716 Casellina Ct Las Vegas NV 89141,5,3,0,Single Family Home,2943,5227,230000
296,4221 Coran Ln Las Vegas NV 89108,4,2,0,Single Family Home,2311,10890,199990
297,Las Vegas NV 89113,4,3,1,Single Family Home,3302,6969,449000
298,8261 Campana Dr Las Vegas NV 89147,5,3,1,Single Family Home,2723,6098,326900
299,145 E Harmon Ave # 820 Las Vegas NV 89109,1,2,0,Condo/Townhome/Row Home/Co-Op,874,,229888
300,5253 Starter Ave Las Vegas NV 89156,3,2,1,Single Family Home,1188,2178,90000
301,8985 S Durango Dr Unit: 2190 Las Vegas NV 89113,3,2,0,Condo/Townhome/Row Home/Co-Op,1175,,102500
302,Las Vegas NV 89148,5,3,0,Single Family Home,3034,7405,314110
303,9242 Aqueduct St Las Vegas NV 89123,3,2,0,Single Family Home,1322,4356,199900
304,212 Stanford St Las Vegas NV 89107,3,1,0,Single Family Home,1332,4791,60000
305,1935 Plan Las Vegas NV 89122,4,2,1,Single Family Home; Ready to build,1935,87120,205990
306,5040 S Rainbow Bl Unit: 101 Las Vegas NV 89118,3,2,0,Condo/Townhome/Row Home/Co-Op,1163,,80000
307,3624 Sable Palm St Las Vegas NV 89032,4,2,1,Single Family Home,1987,4791,142000
308,165 Chateau Whistler Ct Las Vegas NV 89148,5,3,0,Single Family Home,4066,12196.8,410000
309,8192 Whiteriver Plateau Ln Las Vegas NV 89178,3,2,1,Single Family Home,1705,2178,195000
310,3400 Cabana Dr Unit 2022 Las Vegas NV 89122,3,2,0,Condo/Townhome/Row Home/Co-Op,1196,,75000
311,3928 Blushing Hearts Rd Las Vegas NV 89115,4,2,1,Single Family Home,1949,3920,164990
312,812 Canterbury Cross Pl Las Vegas NV 89144,4,3,0,Single Family Home,2625,5662,299900
313,1823 Camino Verde Ln Las Vegas NV 89119,2,2,0,Condo/Townhome/Row Home/Co-Op,1383,,103500
314,3550 Plan Las Vegas NV 89123,5,4,0,Single Family Home; Ready to build,3550,130680,454990
315,6505 Taylor Creek Ave Las Vegas NV 89130,5,3,1,Single Family Home,3248,5662,289000
316,8844 Villa Ridge Dr Las Vegas NV 89134,2,2,0,Condo/Townhome/Row Home/Co-Op,1165,3049,157900
317,3540 Cactus Shadow St Unit 203 Las Vegas NV 89129,2,2,0,Condo/Townhome/Row Home/Co-Op,1242,,146000
318,678 Mystic Cliffs Ave Las Vegas NV 89183,6,3,0,Single Family Home,3210,5662,310000
319,6013 Jubilee Gardens Ave Las Vegas NV 89131,5,3,0,Single Family Home,4331,12632.4,460000
320,Las Vegas NV 89120,3,2,0,Single Family Home,1675,6969,189999
321,8908 Glenistar Gate Ave Las Vegas NV 89143,5,3,1,Single Family Home,4159,10018.8,259900
322,8784 Blue Wolf St Las Vegas NV 89123,4,3,0,Single Family Home,2384,4356,210000
323,1197 Oberlin Ct Las Vegas NV 89135,5,3,0,Single Family Home,3126,7840,549900
324,53 Painted Feather Way Las Vegas NV 89135,6,7,3,Single Family Home,11361,28314,6499000
325,7885 W Flamingo Rd Unit 2001 Las Vegas NV 89147,2,2,0,Condo/Townhome/Row Home/Co-Op,934,2831,85000
326,10034 Floragold Ct Las Vegas NV 89147,3,2,1,Single Family Home,1833,4356,224500
327,7619 Engleberg Ave Las Vegas NV 89178,4,2,1,Single Family Home,3063,4791,329000
328,Las Vegas NV 89122,2,1,0,Condo/Townhome/Row Home/Co-Op,806,,61900
329,2994 Monte Rosa Ave Las Vegas NV 89120,5,3,1,Single Family Home,4708,32234.4,550000
330,9569 W Cherokee Ave Las Vegas NV 89147,3,2,0,Single Family Home,1602,4356,224000
331,2080 Karen Ave Unit C69 Las Vegas NV 89169,2,2,0,Condo/Townhome/Row Home/Co-Op,1188,,49000
332,607 Orchard Course Dr Las Vegas NV 89148,5,4,1,Single Family Home,3429,8276,550000
333,2420 Antrim Irish Dr Las Vegas NV 89044,3,3,1,Single Family Home,3103,11325.6,399900
334,9575 S Decatur Blvd Las Vegas NV 89139,4,3,1,Single Family Home,3706,84070.8,989000
335,9612 Glengarry Dr Las Vegas NV 89129,5,3,0,Single Family Home,2544,6926,250000
336,7504 Jockey Ave Las Vegas NV 89130,4,2,1,Single Family Home,1422,3920,175000
337,2712 Gilmary Ave Las Vegas NV 89102,5,5,1,Single Family Home,4730,10454.4,599999
338,211 E Flamingo Rd # 1417 Las Vegas NV 89169,1,1,0,Condo/Townhome/Row Home/Co-Op,941,,132000
339,9069 San Marin St Las Vegas NV 89123,3,3,0,Single Family Home,2541,6098,269900
340,3450 Saint Nazaire Ave Las Vegas NV 89141,4,3,0,Single Family Home,2235,5662,260000
341,1529 Saylor Wy Las Vegas NV 89108,2,1,1,Condo/Townhome/Row Home/Co-Op,986,871,59000
342,Las Vegas NV 89107,2,2,0,Condo/Townhome/Row Home/Co-Op,876,,47000
343,5339 Aurora Beam Ave Las Vegas NV 89122,3,2,1,Single Family Home,1337,2178,134888
344,1984 Via Del Gradi Wk Henderson NV 89044,4,2,1,Single Family Home,2464,3049,328995
345,6844 Brier Creek Ln Las Vegas NV 89131,3,2,0,Single Family Home,1658,5227,234000
346,6328 W Haleh Ave Las Vegas NV 89141,3,2,1,Single Family Home,1659,3484,149900
347,3390 Southridge Ave Las Vegas NV 89121,4,3,0,Condo/Townhome/Row Home/Co-Op,2158,3484,162000
348,10821 Cain Ave Las Vegas NV 89166,3,2,1,Single Family Home,1943,3484,227000
349,135 E Harmon Ave Unit 2920 Las Vegas NV 89109,1,2,0,Condo/Townhome/Row Home/Co-Op,874,,289900
350,6463 Mahogany Peak Ave Las Vegas NV 89110,4,3,0,Single Family Home,2390,8712,175000
351,6356 Dallaswood Ln Las Vegas NV 89156,3,2,0,Single Family Home,1423,4791,139000
352,135 E Harmon Ave Unit 2202 Las Vegas NV 89109,1,1,1,Condo/Townhome/Row Home/Co-Op,874,,270000
353,8459 Grobanite St Las Vegas NV 89131,4,3,1,Single Family Home,3290,30927.6,399900
354,6441 Vinecrest Ave Las Vegas NV 89108,4,2,1,Single Family Home,1693,7840,134500
355,6912 Bison Cir Las Vegas NV 89145,3,2,1,Single Family Home,2505,9583,209500
356,7038 Thistle Ridge St Las Vegas NV 89166,4,2,1,Single Family Home,2426,5227,359950
357,11008 Clarion Ln Las Vegas NV 89134,2,2,0,Single Family Home,1187,6969,174900
358,Las Vegas NV 89113,6,3,0,Single Family Home,2390,5227,255000
359,1848 N Decatur Blvd Unit 204 Las Vegas NV 89108,2,2,0,Condo/Townhome/Row Home/Co-Op,945,,63000
360,565 S Royal Crest Cir Unit 15 Las Vegas NV 89169,1,1,0,Condo/Townhome/Row Home/Co-Op,624,,39500
361,4795 W Maulding Ave Las Vegas NV 89139,4,2,1,Single Family Home,2113,22215.6,249000
362,3124 Stern Dr Las Vegas NV 89117,4,3,1,Single Family Home,3618,8712,520000
363,7804 Jacaranda Hill Ct Las Vegas NV 89139,4,3,0,Single Family Home,2962,8276,449750
364,6433 Kressler Ave Las Vegas NV 89156,3,2,0,Single Family Home,1387,4356,110000
365,799 Shirehampton Dr Las Vegas NV 89178,5,3,0,Single Family Home,3940,6098,369900
366,7336 Ravines Av Las Vegas NV 89131,2,2,0,Condo/Townhome/Row Home/Co-Op,1348,4356,129900
367,145 E Harmon Av Unit: 1501 & 1503 Las Vegas NV 89109,2,3,0,Condo/Townhome/Row Home/Co-Op,1394,,479000
368,7950 W Flamingo Rd Unit 1072 Las Vegas NV 89147,2,2,0,Condo/Townhome/Row Home/Co-Op,1023,2395,95000
369,9041 Eagle Hills Dr Las Vegas NV 89134,8,7,1,Single Family Home,6794,20037.6,1699900
370,105 Betty Ln Las Vegas NV 89110,2,2,0,Mfd/Mobile Home,1152,6534,49900
371,4017 Montebello Ave Las Vegas NV 89110,3,2,0,Single Family Home,1404,6534,91500
372,5116 Thousand Palms Ln Las Vegas NV 89130,3,2,1,Single Family Home,3369,9583,399000
373,4770 Topaz St Unit 51 Las Vegas NV 89121,2,1,1,Condo/Townhome/Row Home/Co-Op,928,435,49900
374,8501 W University Av Unit: 1048 Las Vegas NV 89147,3,2,0,Condo/Townhome/Row Home/Co-Op,1090,,108000
375,10331 Rugged Mountain Ave Las Vegas NV 89166,3,2,0,Single Family Home,1754,5227,265000
376,8878 Haviland Rd Las Vegas NV 89123,4,2,0,Single Family Home,1627,7840,202000
377,5213 Autumn Meadow Ave Las Vegas NV 89130,3,2,0,Single Family Home,1754,6098,235000
378,9920 Garamound Ave Las Vegas NV 89117,3,2,0,Single Family Home,1376,4791,185000
379,1445 S Tenaya Way Las Vegas NV 89117,5,4,0,Single Family Home,3796,23522.4,695000
380,7315 Camrose Ridge Pl Unit 104 Las Vegas NV 89149,2,2,0,Condo/Townhome/Row Home/Co-Op,1084,,128900
381,6985 S Valley View Blvd Las Vegas NV 89118,3,3,1,Single Family Home,4766,2134,280000
382,4520 Hearts Desire Ave Las Vegas NV 89115,4,2,1,Single Family Home,1949,3484,156900
383,1025 Ron Evans St Las Vegas NV 89145,4,3,0,Single Family Home,2120,6969,175000
384,10444 Scotch Elm Ave Las Vegas NV 89166,3,2,1,Single Family Home,1789,3049,189900
385,2777 Paradise Rd Unit 2804 Las Vegas NV 89109,2,2,1,Condo/Townhome/Row Home/Co-Op,2050,,769000
386,4140 Springhill Ave Las Vegas NV 89121,4,2,0,Single Family Home,1958,6969,169900
387,Las Vegas NV 89135,4,4,1,Single Family Home,5268,16117.2,1200000
388,11424 Valentino Ln Las Vegas NV 89138,4,3,1,Single Family Home,2538,9583,459000
389,1936 Renault Ave Las Vegas NV 89142,4,3,0,Single Family Home,2204,6534,219999
390,3178 Via Seranova Henderson NV 89044,3,2,1,Single Family Home,1574,1742,217995
391,724 El Cabo Rey Ave Las Vegas NV 89081,3,2,0,Single Family Home,1765,6098,180000
392,1300 Marina Del Rey Ct Las Vegas NV 89117,4,4,0,Single Family Home,3591,23086.8,512000
393,3400 Cabana Dr Unit: 1038 Las Vegas NV 89122,2,2,0,Condo/Townhome/Row Home/Co-Op,1196,,73000
394,295 Royal Legacy Ln Las Vegas NV 89110,4,3,0,Single Family Home,4058,13503.6,349000
395,Las Vegas NV 89117,2,2,0,Condo/Townhome/Row Home/Co-Op,1136,,89000
396,6205 Shawnee Ave Las Vegas NV 89107,3,2,0,Single Family Home,1525,6011,79900
397,3676 Dutch Valley Dr Las Vegas NV 89147,5,4,1,Single Family Home,4658,7405,483000
398,8576 Little Fox St Las Vegas NV 89123,2,2,0,Condo/Townhome/Row Home/Co-Op,1006,2613,100000
399,7060 Big Springs Ct Las Vegas NV 89113,2,2,0,Condo/Townhome/Row Home/Co-Op,1173,3049,204500
400,4121 Springhill Ave Las Vegas NV 89121,4,2,0,Single Family Home,1696,6534,115000
401,6632 Villa Bonita Rd Las Vegas NV 89146,3,2,0,Single Family Home,2014,14810.4,275000
402,2700 Las Vegas Blvd S Unit 4305 Las Vegas NV 89109,3,4,1,Condo/Townhome/Row Home/Co-Op,5184,,5600000
403,2107 Clearwater Lake Dr Henderson NV 89044,3,3,1,Single Family Home,2708,10018.8,320000
404,11603 Pride Hill St Las Vegas NV 89183,3,2,1,Single Family Home,1886,3049,199900
405,6424 Orange Tree Ave Las Vegas NV 89142,3,2,0,Single Family Home,1780,6534,210000
406,4560 Plan Las Vegas NV 89149,4,4,1,Single Family Home; Ready to build,4560,174240,529900
407,8645 Arcata Coast Ave Las Vegas NV 89178,5,3,0,Single Family Home,3132,4791,358888
408,9433 Wakashan Ave Las Vegas NV 89149,5,3,1,Single Family Home,4471,6098,399900
409,4405 Avondale Ave Las Vegas NV 89121,3,2,0,Single Family Home,1025,7405,117000
410,10215 Dove Row Ave Las Vegas NV 89166,5,3,0,Single Family Home,4075,9147,459000
411,5121 River Glen Dr Unit 144 Las Vegas NV 89103,2,1,0,Condo/Townhome/Row Home/Co-Op,816,,67500
412,7849 Stable Run Ave Las Vegas NV 89113,4,3,0,Single Family Home,2127,3484,249000
413,270 E Flamingo Rd Unit 107 Las Vegas NV 89169,1,1,0,Condo/Townhome/Row Home/Co-Op,530,,137000
414,5251 Elgin Cir Las Vegas NV 89122,4,1,1,Single Family Home,1506,12196.8,143900
415,4233 Carnation Ln Las Vegas NV 89108,3,2,0,Mfd/Mobile Home,1120,6969,66000
416,3360 W Le Baron Ave Las Vegas NV 89141,3,2,0,Single Family Home,2047,21780,350000
417,4428 W Lake Mead Blvd Unit 201 Las Vegas NV 89108,2,2,0,Condo/Townhome/Row Home/Co-Op,1081,,77900
418,3984 Tirana Way # A Las Vegas NV 89103,2,2,1,Condo/Townhome/Row Home/Co-Op,1668,3615,130000
419,9367 Poseidon Valley Ave Las Vegas NV 89178,4,3,0,Single Family Home,2168,2613,189000
420,3750 Las Vegas Blvd S Unit 4303 Las Vegas NV 89158,3,3,1,Condo/Townhome/Row Home/Co-Op,3980,,4500000
421,9585 Rolling Thunder Ave Las Vegas NV 89148,5,3,1,Single Family Home,3223,5227,308000
422,955 Sugar Springs Dr Las Vegas NV 89110,5,3,0,Single Family Home,3660,20037.6,303000
423,The Aspen Las Vegas NV 89117,5,3,1,Single Family Home; Ready to build,2540,87120,335990
424,10 Diamond Cir Las Vegas NV 89106,5,2,0,Single Family Home,1420,7405,130000
425,8645 Orvieto Dr Las Vegas NV 89117,4,3,0,Single Family Home,2426,7405,240000
426,4945 Jeremy Dr Las Vegas NV 89113,2,2,0,Condo/Townhome/Row Home/Co-Op,1917,,250000
427,5512 Leadville Ave Las Vegas NV 89130,5,3,0,Single Family Home,2275,7840,175000
428,4142 Hallendale Dr Las Vegas NV 89147,4,3,0,Single Family Home,1968,6316,195000
429,6260 W Azure Dr Las Vegas NV 89130,4,2,1,Single Family Home,3072,13503.6,319900
430,3138 Redwood St Las Vegas NV 89146,4,3,0,Single Family Home,3030,20473.2,429000
431,44 E Serene Av Unit: 404 Las Vegas NV 89123,2,2,0,Condo/Townhome/Row Home/Co-Op,1134,,175100
432,2300 E Silverado Ranch Blvd Unit 2100 Las Vegas NV 89183,2,2,0,Condo/Townhome/Row Home/Co-Op,960,,119888
433,3388 Matvay St Las Vegas NV 89121,2,2,1,Condo/Townhome/Row Home/Co-Op,1396,1742,84500
434,5687 Point Loma Ct Las Vegas NV 89122,4,2,1,Single Family Home,1935,3049,206725
435,24 Painted Feather Way Las Vegas NV 89135,6,6,1,Single Family Home,9249,25700.4,4999000
436,1874 E Robindale Rd Las Vegas NV 89123,4,3,0,Single Family Home,2800,38768.4,249800
437,6776 Quinella Dr Las Vegas NV 89103,4,3,0,Single Family Home,2266,7405,205000
438,3750 Las Vegas Blvd S Unit 4706 Las Vegas NV 89158,3,3,1,Condo/Townhome/Row Home/Co-Op,3922,,7500000
439,2804 Coast Line Ct Las Vegas NV 89117,3,6,2,Single Family Home,8753,18730.8,2500000
440,3736 Dorrington Dr Las Vegas NV 89129,5,3,0,Single Family Home,3730,7405,379900
441,3815 Jewel Ave Las Vegas NV 89121,5,2,0,Single Family Home,2042,7840,144990
442,1213 Muscato Ct Las Vegas NV 89144,4,3,1,Single Family Home,3454,12196.8,809000
443,7622 Noche Oscura Cir Las Vegas NV 89139,4,3,1,Single Family Home,3183,16117.2,310000
444,210 E Flamingo Rd Unit: 215 Las Vegas NV 89169,2,2,0,Condo/Townhome/Row Home/Co-Op,974,,135000
445,10574 Siesta Key St Las Vegas NV 89141,3,2,1,Single Family Home,1800,3049,247536
446,7570 W Flamingo Rd Unit 161 Las Vegas NV 89147,2,2,0,Condo/Townhome/Row Home/Co-Op,1023,1089,77000
447,3109 Gavilan Ln Las Vegas NV 89122,2,2,0,Mfd/Mobile Home,1904,4791,96000
448,346 Caneflower Ct Las Vegas NV 89031,4,2,1,Single Family Home,2885,5227,234950
449,Henderson NV 89044,5,5,1,Single Family Home,3671,4356,415000
450,11283 Dolcetto Dr Las Vegas NV 89141,3,2,1,Single Family Home,1565,3920,199900
451,2200 Loggerhead Rd Las Vegas NV 89117,5,3,0,Single Family Home,3078,6098,329000
452,11559 Aruba Beach Ave Las Vegas NV 89138,5,2,1,Single Family Home,2320,5227,339000
453,1275 Westwind Rd Las Vegas NV 89146,4,2,1,Single Family Home,2087,27442.8,275000
454,1700 Bayonne Dr Las Vegas NV 89134,4,3,1,Single Family Home,3565,13503.6,800000
455,7278 Commanche Creek Ave Las Vegas NV 89179,5,3,0,Single Family Home,3720,5662,355000
456,7450 S Eastern Av Unit: 1004 Las Vegas NV 89123,2,2,0,Condo/Townhome/Row Home/Co-Op,1217,1568,130000
457,9659 Giddings Ave Las Vegas NV 89148,3,2,0,Single Family Home,1314,4356,174500
458,4555 E Sahara Av Unit: 212 Las Vegas NV 89104,2,2,0,Condo/Townhome/Row Home/Co-Op,1073,,80000
459,4075 Plan Las Vegas NV 89131,5,4,0,Single Family Home; Ready to build,4075,130680,464990
460,6461 Za Zu Pitts Av Unit: 101 Las Vegas NV 89122,2,2,0,Condo/Townhome/Row Home/Co-Op,1218,1306,80000
461,8250 N Grand Canyon Dr Unit: 1120 Las Vegas NV 89166,2,2,0,Condo/Townhome/Row Home/Co-Op,1137,,83275
462,1361 E University Ave Apt 308 Las Vegas NV 89119,1,1,0,Condo/Townhome/Row Home/Co-Op,500,479,69999
463,5222 Mandalay Springs Dr Unit 101 Las Vegas NV 89120,2,2,0,Condo/Townhome/Row Home/Co-Op,987,,75000
464,4575 Dean Martin Dr Unit 907 Las Vegas NV 89103,2,2,1,Condo/Townhome/Row Home/Co-Op,1612,,479000
465,3652 Estes Park Dr Las Vegas NV 89122,2,2,0,Mfd/Mobile Home,1056,4791,47381
466,5161 Lindell Rd Unit 208 Las Vegas NV 89118,2,2,0,Condo/Townhome/Row Home/Co-Op,965,2482,84900
467,6310 Black Swan Ln Las Vegas NV 89118,3,2,1,Single Family Home,2348,12196.8,350000
468,7002 Placid Lake Ave Las Vegas NV 89179,4,2,1,Single Family Home,1992,3049,225490
469,4949 Souza Dr Las Vegas NV 89146,2,1,1,Condo/Townhome/Row Home/Co-Op,1044,2178,55000
470,11109 Sundad St Las Vegas NV 89179,3,2,1,Single Family Home,1891,3049,219000
471,7554 Glowing Ember Ct Unit 101 Las Vegas NV 89130,3,2,0,Condo/Townhome/Row Home/Co-Op,1356,,109900
472,2173 Via Vita St Las Vegas NV 89124,3,3,0,Single Family Home,1171,5532,695000
473,604 N 1St St Las Vegas NV 89101,2,1,0,Single Family Home,896,6534,89950
474,6249 Elton Ave Las Vegas NV 89107,3,2,0,Single Family Home,1180,7405,119900
475,313 Spry Ave Las Vegas NV 89183,6,4,1,Single Family Home,6050,10018.8,756000
476,5745 Fairlight Dr Las Vegas NV 89142,4,2,1,Single Family Home,1627,3920,115000
477,8329 Wildwood Glen Dr Las Vegas NV 89131,3,2,1,Single Family Home,1497,2613,154900
478,2546 Venus Star St Henderson NV 89044,3,2,0,Single Family Home,1768,5227,289500
479,6875 Coley Ave Las Vegas NV 89146,5,3,0,Single Family Home,2750,21344.4,399990
480,11154 Gold Hitt Ct Las Vegas NV 89179,5,3,0,Single Family Home,2346,6969,374900
481,2890 Red Arrow Dr Las Vegas NV 89135,5,5,1,Single Family Home,5374,15246,1790000
482,5225 Doe Ave Las Vegas NV 89146,4,3,0,Single Family Home,2291,6098,134900
483,200 Mission Laguna Ln Apt 112 Las Vegas NV 89107,2,2,0,Condo/Townhome/Row Home/Co-Op,876,871,74000
484,Las Vegas NV 89104,3,1,0,Single Family Home,816,10018.8,80200
485,4050 Pacific Harbors Dr Unit 227 Las Vegas NV 89121,1,1,0,Condo/Townhome/Row Home/Co-Op,689,,35500
486,6850 Silver Eagle Ave Las Vegas NV 89122,3,2,1,Single Family Home,1361,1742,149999
487,2500 Wimbledon Dr Las Vegas NV 89107,4,5,1,Single Family Home,4839,13068,725000
488,7812 Bluewater Dr Las Vegas NV 89128,3,2,1,Condo/Townhome/Row Home/Co-Op,1735,2613,269900
489,11360 Lago Augustine Way Las Vegas NV 89141,5,4,2,Single Family Home,5969,11761.2,1195000
490,Las Vegas NV 89115,2,2,1,Single Family Home,1144,2613,95000
491,222 Karen Ave Unit 3608 Las Vegas NV 89109,2,2,0,Condo/Townhome/Row Home/Co-Op,1657,,785000
492,2634 Cimarron Cove St Las Vegas NV 89156,3,2,1,Single Family Home,1870,14374.8,151592
493,4128 E St Louis Ave Las Vegas NV 89104,4,2,0,Single Family Home,1358,6098,140000
494,3030 La Barca Ln Las Vegas NV 89122,2,2,0,Mfd/Mobile Home,1152,5227,64500
495,10208 Desert Wind Dr Las Vegas NV 89144,4,3,0,Single Family Home,2112,5662,325000
496,9005 Medicine Wheel Ave Las Vegas NV 89143,3,2,0,Single Family Home,1542,4356,155000
497,7989 Firethorn Ln Las Vegas NV 89123,5,3,0,Single Family Home,2016,20473.2,160000
498,3213 Brazos St Las Vegas NV 89169,4,3,0,Single Family Home,2376,8276,234900
499,1620 Western Lily St Las Vegas NV 89128,4,3,0,Single Family Home,2331,4791,260000
500,74 Meadowhawk Ln Las Vegas NV 89135,6,6,2,Single Family Home,7623,14374.8,2675000
501,1909 Redbird Dr Las Vegas NV 89134,5,5,1,Single Family Home,7269,29620.8,1890000
502,7245 Royal Melbourne Dr Las Vegas NV 89131,4,2,0,Single Family Home,2559,7405,245000
503,6800 E Lake Mead Bl Unit: 2105 Las Vegas NV 89156,3,2,0,Condo/Townhome/Row Home/Co-Op,1084,1263,59900
504,7360 Dolphine Crest Ave Las Vegas NV 89129,5,3,0,Single Family Home,3723,13068,325000
505,7653 Sweet Mist Ave Las Vegas NV 89178,3,2,1,Single Family Home,2097,3920,259995
506,5502 Jackpot Winner Ln Unit: 101 Las Vegas NV 89122,2,1,1,Condo/Townhome/Row Home/Co-Op,1069,871,77000
507,7970 Castle Pines Ave Las Vegas NV 89113,3,2,1,Single Family Home,2963,6534,558000
508,9218 Camden Heights Ct Las Vegas NV 89123,3,3,0,Single Family Home,2415,9583,363880
